,myAUC,avg_diff,power,avg_log2FC,pct.1,pct.2,cluster,gene
2497,0.828,0.634649809,0.656,1.376440828,0.847,0.152,14,Aqp4
2498,0.826,1.278293559,0.652,10.36930716,0.653,0.001,14,Krt15
2499,0.826,0.771528931,0.652,9.384573919,0.653,0.001,14,Stoml3
2500,0.825,0.887530348,0.65,4.774002321,0.681,0.046,14,Nuf2
2501,0.824,0.794463935,0.648,2.022765773,0.833,0.246,14,Tmem47
2502,0.824,0.833164443,0.648,1.937194206,0.833,0.173,14,Pla2g7
2503,0.824,0.814716914,0.648,7.226765204,0.653,0.008,14,Rsph4a
2504,0.822,0.828014116,0.644,6.625240512,0.653,0.012,14,Cfap65
2505,0.821,0.771409848,0.642,4.966814119,0.667,0.035,14,Mns1
2506,0.821,0.88099322,0.642,3.180701585,0.722,0.119,14,Anxa2
2507,0.821,0.773100629,0.642,2.431443145,0.792,0.206,14,Pygb
2508,0.821,0.689386659,0.642,4.2375889,0.681,0.054,14,Spef1
2509,0.818,0.770437834,0.636,5.435091446,0.653,0.024,14,Cimap3
2510,0.817,0.750138152,0.634,4.637512447,0.667,0.045,14,Spag6l
2511,0.817,0.766046631,0.634,7.342753743,0.639,0.006,14,Dnali1
2512,0.817,0.856567751,0.634,2.991643236,0.736,0.191,14,Hspa4l
2513,0.816,0.491567215,0.632,0.734802478,1,0.999,14,Rpl41
2514,0.815,0.846521996,0.63,2.47265275,0.778,0.223,14,Dgat2
2515,0.813,0.70742793,0.626,1.267034054,0.972,0.592,14,Scd2
2516,0.813,0.72230513,0.626,1.952981347,0.708,0.116,14,Crip1
2517,0.812,0.788625144,0.624,2.703495265,0.736,0.148,14,Ahnak
2518,0.812,0.70118056,0.624,1.194400458,1,0.754,14,Junb
2519,0.811,0.754652385,0.622,1.666058236,0.917,0.583,14,Ddx3x
2520,0.811,0.864510694,0.622,7.766660996,0.625,0.006,14,2010001K21Rik
2521,0.811,0.856538283,0.622,2.342141316,0.792,0.29,14,Lmna
2522,0.81,0.762031021,0.62,3.225076289,0.708,0.13,14,Plec
2523,0.81,0.816057052,0.62,7.472521618,0.625,0.007,14,Mapk15
2524,0.81,0.782596673,0.62,2.999636026,0.722,0.13,14,Naaa
2525,0.808,0.655683266,0.616,1.094461824,1,0.508,14,Sparc
2526,0.808,0.882949174,0.616,2.605901146,0.75,0.238,14,Syne1
2527,0.808,1.083377679,0.616,6.652557541,0.625,0.015,14,Flnc
2528,0.807,0.800061407,0.614,3.970295248,0.667,0.079,14,Cetn4
2529,0.806,0.759156687,0.612,2.9994178,0.708,0.163,14,Fzd3
2530,0.805,0.712001792,0.61,9.140648336,0.611,0.002,14,Frmpd2
2531,0.805,0.821197392,0.61,2.095113877,0.792,0.3,14,Csrnp1
2532,0.805,0.897096854,0.61,9.205603778,0.611,0.002,14,Gm10714
2533,0.804,0.586840174,0.608,1.409414745,0.875,0.276,14,Csrp2
2534,0.804,0.8512084,0.608,3.652123806,0.681,0.112,14,Dnaja4
2535,0.803,0.795987995,0.606,2.248787382,0.778,0.297,14,Hsph1
2536,0.802,0.767874835,0.604,2.333799793,0.778,0.276,14,Dnajc3
2537,0.802,0.80972247,0.604,4.608469931,0.639,0.053,14,Crocc
2538,0.802,0.92209978,0.604,2.849275533,0.722,0.135,14,Pcp4l1
2539,0.801,0.671665728,0.602,1.047046049,0.944,0.506,14,Cxcl10
2540,0.801,0.726377868,0.602,6.265632846,0.611,0.013,14,Catip
2541,0.8,0.87559531,0.6,6.301157911,0.611,0.017,14,ENSMUSG00000140427
2542,0.798,0.717201621,0.596,5.545370131,0.611,0.023,14,Drc1
2543,0.798,0.740087372,0.596,3.049225308,0.694,0.145,14,Ckap5
2544,0.797,0.88277287,0.594,2.078446032,0.819,0.479,14,Sod1
2545,0.797,0.805128895,0.594,7.73755045,0.597,0.005,14,Cdhr3
2546,0.797,0.762094569,0.594,7.931401291,0.597,0.004,14,Hydin
2547,0.796,0.748472155,0.592,3.372031536,0.667,0.12,14,Gas2l1
2548,0.796,0.660377744,0.592,1.429157206,0.903,0.627,14,Txn1
2549,0.795,0.718504949,0.59,3.704707193,0.639,0.054,14,Rnase4
2550,0.794,0.738976697,0.588,5.079719337,0.611,0.033,14,Dnah9
2551,0.794,0.833987092,0.588,2.678241251,0.708,0.216,14,Irs2
2552,0.794,0.89615516,0.588,2.793447421,0.694,0.143,14,Plekhb1
2553,0.794,0.54165466,0.588,0.836926372,1,0.993,14,Rps27
2554,0.794,0.730511955,0.588,3.914015601,0.639,0.075,14,Flvcr1
2555,0.793,0.508306175,0.586,0.79803839,1,0.906,14,Tuba1a
2556,0.793,0.857426909,0.586,2.731319031,0.722,0.241,14,Mdm2
2557,0.792,0.762149854,0.584,5.317506298,0.597,0.013,14,Clec3b
2558,0.791,0.779385358,0.582,4.048146254,0.625,0.051,14,S1pr3
2559,0.791,0.663608715,0.582,2.272871218,0.736,0.258,14,Ndufaf8
2560,0.791,0.71595067,0.582,3.663549869,0.639,0.082,14,Synm
2561,0.791,0.907244488,0.582,3.28347367,0.653,0.089,14,Emp1
2562,0.791,0.70218801,0.582,4.126288319,0.625,0.06,14,Tctn2
2563,0.79,0.882525145,0.58,7.981725829,0.583,0.005,14,1700012B09Rik
2564,0.789,0.652276017,0.578,1.979399969,0.764,0.188,14,Hepacam
2565,0.788,0.698470111,0.576,2.147939575,0.75,0.279,14,Dag1
2566,0.787,0.516244891,0.574,0.760004485,1,1,14,mt-Co1
2567,0.786,0.711713665,0.572,6.100120529,0.583,0.014,14,Cfap43
2568,0.786,0.670632343,0.572,2.146169179,0.736,0.182,14,Nherf1
2569,0.786,0.782207767,0.572,1.85230251,0.806,0.329,14,Bhlhe40
2570,0.786,0.431991572,0.572,0.977968109,0.819,0.239,14,Slc2a1
2571,0.785,0.708137834,0.57,2.266830932,0.722,0.24,14,Ctnna1
2572,0.785,0.715509509,0.57,2.626409159,0.694,0.15,14,Pdlim4
2573,0.785,0.590487452,0.57,4.511899039,0.597,0.034,14,Myo16
2574,0.784,0.655006547,0.568,8.342753743,0.569,0.003,14,ENSMUSG00000131852
2575,0.783,0.648049664,0.566,4.454808857,0.597,0.041,14,Ubxn11
2576,0.782,0.74405295,0.564,6.85034222,0.569,0.009,14,Cd109
2577,0.782,0.665776108,0.564,7.23773253,0.569,0.006,14,Cfap77
2578,0.781,0.595226091,0.562,1.040145902,1,0.831,14,Psap
2579,0.78,0.780392014,0.56,4.281015715,0.597,0.059,14,Dchs1
2580,0.779,0.760373444,0.558,3.010149906,0.653,0.15,14,Nrbp2
2581,0.779,0.664779763,0.558,4.218296694,0.597,0.049,14,Ttll3
2582,0.779,0.711317764,0.558,1.784460102,0.806,0.418,14,Enah
2583,0.777,1.097381136,0.554,3.901604441,0.611,0.076,14,Hspa1b
2584,0.777,0.749735599,0.554,3.14322554,0.639,0.131,14,Wwc1
2585,0.777,0.582004081,0.554,9.335664318,0.556,0.001,14,Car9
2586,0.777,0.709667926,0.554,2.230707644,0.736,0.252,14,Ccdc34
2587,0.776,0.654004359,0.552,2.403087413,0.708,0.215,14,Chchd6
2588,0.775,0.268372936,0.55,0.446477381,1,0.825,14,Ckb
2589,0.775,0.670793635,0.55,2.029387204,0.75,0.267,14,Timp2
2590,0.775,0.700351566,0.55,2.915113435,0.639,0.099,14,Slc25a18
2591,0.775,0.622967053,0.55,1.382341744,0.889,0.609,14,Ppp1cb
2592,0.775,0.676852273,0.55,5.08689337,0.569,0.028,14,Dnai4
2593,0.775,0.711136024,0.55,6.805870409,0.556,0.008,14,Cfap206
2594,0.775,0.823555508,0.55,2.60101531,0.681,0.171,14,4930523C07Rik
2595,0.774,0.65443466,0.548,6.484669754,0.556,0.01,14,ENSMUSG00000137914
2596,0.774,0.603072143,0.548,1.224666292,0.917,0.758,14,Tomm7
2597,0.771,0.608718728,0.542,4.047048969,0.583,0.049,14,Clxn
2598,0.771,0.577191416,0.542,1.508458278,0.778,0.22,14,Tagln2
2599,0.77,0.738537952,0.54,8.992256496,0.542,0.002,14,1700024G13Rik
2600,0.77,0.685825444,0.54,2.598930484,0.667,0.193,14,Etfa
2601,0.77,0.55868116,0.54,9.522077443,0.542,0.001,14,Spag17
2602,0.769,0.562799605,0.538,1.291088981,0.861,0.483,14,Odc1
2603,0.769,0.524538643,0.538,1.166114049,0.847,0.41,14,Gadd45b
2604,0.768,0.705901375,0.536,7.043786797,0.542,0.007,14,Dynlt4
2605,0.765,0.599639575,0.53,3.055636765,0.611,0.104,14,Mro
2606,0.765,0.535921631,0.53,4.593876341,0.556,0.03,14,Myo7a
2607,0.765,0.530404397,0.53,5.779339023,0.542,0.012,14,Spag16
2608,0.764,0.634231244,0.528,3.914547185,0.569,0.046,14,Ccdc3
2609,0.763,0.60289601,0.526,4.470415323,0.556,0.033,14,Slc22a4
2610,0.763,0.651698748,0.526,3.905266076,0.569,0.052,14,Bicc1
2611,0.763,0.430646041,0.526,0.92236727,0.847,0.28,14,Gja1
2612,0.763,0.421561148,0.526,0.870532954,0.875,0.43,14,Prdx6
2613,0.762,0.690954276,0.524,4.003057028,0.569,0.063,14,Arvcf
2614,0.762,0.686210258,0.524,7.165007542,0.528,0.007,14,Cfap52
2615,0.762,0.79658122,0.524,3.08689337,0.625,0.13,14,Wls
2616,0.761,0.526855094,0.522,2.28667685,0.653,0.157,14,Flna
2617,0.761,0.562019671,0.522,2.738795417,0.625,0.133,14,Smad5
2618,0.761,0.589435592,0.522,1.230254133,0.806,0.345,14,Socs3
2619,0.761,0.59542999,0.522,5.062645824,0.542,0.024,14,Spata33
2620,0.76,0.614235252,0.52,4.952221834,0.542,0.028,14,Cep126
2621,0.76,0.530798655,0.52,3.111361109,0.597,0.09,14,Cmtm4
2622,0.76,0.638265527,0.52,4.165007542,0.556,0.044,14,Slc43a3
2623,0.759,0.581350934,0.518,1.591943991,0.778,0.366,14,Stat3
2624,0.759,0.548065525,0.518,2.351286886,0.653,0.154,14,Zfp703
2625,0.759,0.53537086,0.518,4.03798377,0.556,0.042,14,Cfap69
2626,0.759,0.568292976,0.518,2.107470087,0.694,0.239,14,BC005624
2627,0.758,0.597707405,0.516,5.731439915,0.528,0.014,14,Gm973
2628,0.757,0.664260519,0.514,1.616706442,0.792,0.347,14,Baiap2
2629,0.757,0.26285261,0.514,0.584071323,0.722,0.178,14,Gfap
2630,0.757,0.550851399,0.514,1.076204948,0.903,0.591,14,Gnai2
2631,0.757,0.518293603,0.514,9.536577012,0.514,0.001,14,Ccdc180
2632,0.755,0.666982024,0.51,4.458824296,0.542,0.042,14,Gm53012
2633,0.755,0.516629203,0.51,1.355862044,0.667,0.165,14,Ecrg4
2634,0.754,0.561203304,0.508,6.915804436,0.514,0.006,14,Dlec1
2635,0.754,0.62880848,0.508,1.626739133,0.75,0.379,14,Fgfr1
2636,0.754,0.55361825,0.508,1.051021569,0.986,0.869,14,Sem1
2637,0.754,0.634110543,0.508,6.615186847,0.514,0.009,14,Crygn
2638,0.754,0.583621923,0.508,6.795541754,0.514,0.007,14,Ccdc146
2639,0.754,0.761316717,0.508,2.551104393,0.639,0.196,14,Nr4a3
2640,0.753,0.655370511,0.506,2.907772089,0.597,0.11,14,Dkk3
2641,0.752,0.599316805,0.504,2.721723265,0.611,0.134,14,Cpne2
2642,0.752,0.592312375,0.504,1.505234982,0.778,0.366,14,Mcl1
2643,0.751,0.681463963,0.502,3.136027533,0.583,0.103,14,Gm14964
2644,0.751,0.609776452,0.502,2.112369291,0.681,0.255,14,Ssbp3
2645,0.751,0.601739418,0.502,1.286432146,0.722,0.207,14,Gbp2
2646,0.75,0.594449986,0.5,1.585832127,0.764,0.404,14,Dst
2647,0.749,0.573703187,0.498,8.808072997,0.5,0.002,14,Slc14a2
2648,0.749,0.492940951,0.498,4.33419173,0.528,0.033,14,Ulk4
2649,0.749,0.536030508,0.498,1.663958876,0.75,0.339,14,Pink1
2650,0.748,0.620691321,0.496,3.529913282,0.556,0.078,14,Nme5
2651,0.748,0.561651036,0.496,3.427559844,0.556,0.073,14,Ccdc74a
2652,0.748,0.607675119,0.496,7.134199085,0.5,0.006,14,Dnah1
2653,0.748,0.546569624,0.496,7.173677136,0.5,0.004,14,Gm29508
2654,0.748,0.620947662,0.496,3.350721906,0.569,0.09,14,Ttc9
2655,0.748,0.593312875,0.496,1.39922891,0.792,0.503,14,Atp2a2
2656,0.748,0.577964927,0.496,7.248201477,0.5,0.005,14,Iqca1
2657,0.747,0.783439412,0.494,2.265045469,0.681,0.258,14,Trib1
2658,0.747,0.601145103,0.494,4.991183461,0.514,0.024,14,Tekt1
2659,0.747,0.58588352,0.494,3.332809694,0.556,0.078,14,Antxr1
2660,0.746,0.623369524,0.492,2.651370243,0.597,0.13,14,Npas3
2661,0.745,0.622060246,0.49,5.997550796,0.5,0.013,14,Enkur
2662,0.744,0.608729189,0.488,2.296353558,0.639,0.206,14,Ids
2663,0.744,0.518724971,0.488,5.405533537,0.5,0.014,14,Myb
2664,0.743,0.372725825,0.486,0.590328165,1,0.988,14,Rpl38
2665,0.743,0.571116635,0.486,5.352831836,0.5,0.018,14,Drc7
2666,0.743,0.237623659,0.486,0.59198695,0.764,0.245,14,Klf2
2667,0.743,0.563934462,0.486,3.890178628,0.528,0.051,14,Khk
2668,0.741,0.562029579,0.482,7.115113244,0.486,0.005,14,Dnah5
2669,0.741,0.693027528,0.482,7.163574733,0.486,0.006,14,Cimip2c
2670,0.74,0.411842242,0.48,2.062645824,0.5,0.016,14,Acta2
2671,0.74,0.48121767,0.48,1.159549108,0.861,0.588,14,Paip2
2672,0.74,0.553611612,0.48,3.102984753,0.556,0.097,14,Rabl2
2673,0.739,0.602931549,0.478,1.629144966,0.764,0.426,14,Sf3b2
2674,0.739,0.593002804,0.478,4.931401291,0.5,0.027,14,Vwa3a
2675,0.738,0.608800456,0.476,4.70189848,0.5,0.031,14,Lgals3
2676,0.738,0.562563309,0.476,5.929751553,0.486,0.012,14,Itgb4
2677,0.738,0.859938586,0.476,2.479431833,0.611,0.169,14,S100a6
2678,0.737,0.610765269,0.474,2.309940917,0.625,0.208,14,Dpcd
2679,0.736,0.566378763,0.472,9.285038245,0.472,0.001,14,Dnah12
2680,0.736,0.546097188,0.472,1.824241085,0.667,0.216,14,Slc38a3
2681,0.736,0.559096442,0.472,10.25904304,0.472,0,14,Nme9
2682,0.736,0.55296601,0.472,3.180367783,0.542,0.09,14,Gm5617
2683,0.736,0.442070736,0.472,1.113558665,0.764,0.29,14,Serpinh1
2684,0.736,0.525290865,0.472,5.306750501,0.486,0.018,14,Scnn1a
2685,0.736,0.608958832,0.472,5.477683323,0.486,0.018,14,Cfap100
2686,0.736,0.563395956,0.472,2.604055182,0.583,0.143,14,Pdia4
2687,0.735,0.613445749,0.47,1.564201527,0.792,0.447,14,Ift20
2688,0.735,0.614997149,0.47,4.429009476,0.5,0.04,14,5830408C22Rik
2689,0.735,0.594590925,0.47,7.684134201,0.472,0.004,14,Dnah10
2690,0.735,0.47438018,0.47,3.358024378,0.528,0.065,14,Ift80
2691,0.735,0.510093457,0.47,1.866685858,0.639,0.157,14,Sulf2
2692,0.734,0.549303318,0.468,1.994065518,0.639,0.216,14,Il6st
2693,0.733,0.483262954,0.466,1.004995328,0.667,0.209,14,Hspa1a
2694,0.733,0.565836751,0.466,2.114402872,0.625,0.19,14,Klf10
2695,0.733,0.728860267,0.466,2.193920384,0.653,0.228,14,Eftud2
2696,0.733,0.530233524,0.466,1.649622418,0.708,0.339,14,Srsf10
2697,0.732,0.614680139,0.464,5.975182983,0.472,0.008,14,Sncg
2698,0.732,0.546721051,0.464,2.798765014,0.556,0.117,14,Hap1
2699,0.732,0.569956368,0.464,4.840253403,0.486,0.026,14,ENSMUSG00000131564
2700,0.731,0.537002142,0.462,5.657661989,0.472,0.013,14,C230072F16Rik
2701,0.731,0.50563166,0.462,4.568328688,0.486,0.028,14,Capsl
2702,0.731,0.499968977,0.462,1.931401291,0.639,0.231,14,Ptbp1
2703,0.731,0.565477276,0.462,3.285922521,0.528,0.088,14,Hycc1
2704,0.73,0.535544211,0.46,1.487888707,0.708,0.272,14,Nfkbiz
2705,0.73,0.516486639,0.46,2.904036136,0.542,0.1,14,Nin
2706,0.73,0.574586026,0.46,5.632405918,0.472,0.015,14,Gm11992
2707,0.729,0.436851241,0.458,1.298961374,0.792,0.392,14,Arl3
2708,0.729,0.532627428,0.458,2.758600434,0.556,0.123,14,Cep83
2709,0.728,0.446786728,0.456,4.012560592,0.486,0.03,14,Hhatl
2710,0.728,0.457560249,0.456,8.166982484,0.458,0.002,14,Uckl1os
2711,0.728,0.518759751,0.456,1.272356935,0.764,0.33,14,Ramp1
2712,0.728,0.564806842,0.456,2.530484739,0.542,0.099,14,Rdh10
2713,0.727,0.511727849,0.454,4.199147824,0.486,0.037,14,Adamts20
2714,0.727,0.565346463,0.454,2.047848822,0.625,0.231,14,Atxn1
2715,0.727,0.522070213,0.454,7.034631448,0.458,0.005,14,Dnah11
2716,0.727,0.521760216,0.454,6.953711452,0.458,0.005,14,Ccdc40
2717,0.727,0.516794645,0.454,1.737115492,0.667,0.28,14,Per1
2718,0.727,0.525385746,0.454,2.518325308,0.569,0.146,14,Ift46
2719,0.727,0.607012612,0.454,2.449857439,0.583,0.179,14,Ptprf
2720,0.726,0.511465519,0.452,6.477683323,0.458,0.007,14,Ubxn10
2721,0.725,0.494411904,0.45,1.24321807,0.764,0.338,14,Maff
2722,0.724,0.492115555,0.448,1.5494769,0.708,0.338,14,Zfr
2723,0.724,0.738179708,0.448,2.38194922,0.597,0.236,14,Nr2f1
2724,0.724,0.472553457,0.448,1.732354256,0.653,0.258,14,Bola3
2725,0.723,0.48926034,0.446,2.362206106,0.569,0.143,14,Gclc
2726,0.723,0.324538837,0.446,0.714793298,0.819,0.401,14,Cd9
2727,0.723,0.541979035,0.446,3.837679459,0.486,0.052,14,Efcab2
2728,0.722,0.484158078,0.444,8.778852858,0.444,0.001,14,Lrrc74b
2729,0.722,0.542642163,0.444,2.590860778,0.542,0.115,14,Acot1
2730,0.722,0.580160317,0.444,2.628532458,0.556,0.142,14,Nr1d1
2731,0.722,0.501858354,0.444,1.858519338,0.597,0.16,14,Ppp1r1b
2732,0.721,0.558162299,0.442,3.747604115,0.486,0.051,14,Fhad1
2733,0.72,0.35094736,0.44,0.545480803,1,0.931,14,Zbtb20
2734,0.72,0.538001271,0.44,2.963828088,0.514,0.088,14,Nwd1
2735,0.72,0.480946804,0.44,7.094354684,0.444,0.004,14,Cfap46
2736,0.719,0.374932743,0.438,0.791006621,0.903,0.675,14,Hmgn1
2737,0.719,0.583038014,0.438,2.200481585,0.597,0.223,14,Arhgap21
2738,0.718,0.212140256,0.436,0.338324722,1,0.965,14,Calm1
2739,0.718,0.509665106,0.436,2.744050873,0.528,0.114,14,Tulp3
2740,0.718,0.568947185,0.436,4.78962733,0.458,0.026,14,Efna1
2741,0.717,0.46684726,0.434,1.172037003,0.806,0.502,14,Oxct1
2742,0.717,0.492807118,0.434,2.443986394,0.528,0.1,14,Cavin1
2743,0.717,0.31309079,0.434,0.690506283,0.806,0.401,14,Atp1b2
2744,0.717,0.438054894,0.434,2.007692133,0.583,0.171,14,Gns
2745,0.717,0.433817161,0.434,1.104522029,0.694,0.295,14,Timp3
2746,0.717,0.495972901,0.434,1.738005531,0.653,0.269,14,Irf2bp2
2747,0.717,0.508235441,0.434,1.140294182,0.806,0.578,14,1810037I17Rik
2748,0.717,0.447254971,0.434,0.943099818,0.833,0.608,14,Hspa5
2749,0.716,0.541077937,0.432,1.474202754,0.708,0.346,14,Msi2
2750,0.716,0.569537464,0.432,2.093499172,0.611,0.227,14,Nfic
2751,0.716,0.535019814,0.432,3.280037564,0.486,0.064,14,Plagl1
2752,0.716,0.414439607,0.432,0.756809561,0.931,0.78,14,Ubc
2753,0.715,0.475422331,0.43,1.531959433,0.681,0.307,14,Sorbs1
2754,0.715,0.388988463,0.43,0.972496121,0.722,0.292,14,Ier3
2755,0.715,0.563089043,0.43,5.305916975,0.444,0.018,14,Acot6
2756,0.715,0.594348406,0.43,2.4476052,0.528,0.106,14,Hk2
2757,0.715,0.528924167,0.43,2.204664829,0.583,0.198,14,Ift22
2758,0.715,0.544790007,0.43,3.46060981,0.472,0.045,14,Cd44
2759,0.715,0.55029788,0.43,9.010178404,0.431,0.001,14,Scn7a
2760,0.714,0.474433669,0.428,7.91064273,0.431,0.002,14,Saxo4
2761,0.714,0.431970416,0.428,1.062349248,0.792,0.458,14,H2az2
2762,0.714,0.533027833,0.428,8.119229352,0.431,0.002,14,Lrrc36
2763,0.714,0.560585955,0.428,2.151006913,0.583,0.19,14,Idh2
2764,0.714,0.484563752,0.428,2.161779016,0.569,0.156,14,Nacc2
2765,0.713,0.585273621,0.426,7.16392916,0.431,0.005,14,Gm867
2766,0.712,0.465106277,0.424,1.78686619,0.611,0.2,14,Mid1ip1
2767,0.712,0.417727136,0.424,1.634592789,0.639,0.253,14,Aig1
2768,0.712,0.500287296,0.424,1.933362807,0.597,0.212,14,Sorl1
2769,0.711,0.564514129,0.422,6.167615384,0.431,0.011,14,Cfap44
2770,0.711,0.454241669,0.422,2.06397244,0.556,0.138,14,S100a10
2771,0.71,0.472515526,0.42,2.394647288,0.542,0.143,14,Avpi1
2772,0.71,0.519444478,0.42,4.513752578,0.444,0.029,14,Celsr1
2773,0.71,0.449864924,0.42,1.996868736,0.583,0.195,14,Usp19
2774,0.71,0.505228394,0.42,4.548766421,0.444,0.028,14,Gm42722
2775,0.71,0.525831802,0.42,2.390597706,0.542,0.158,14,Slc41a1
2776,0.709,0.554946862,0.418,3.211362935,0.486,0.082,14,Pros1
2777,0.709,0.440137221,0.418,1.163550169,0.736,0.412,14,Sqstm1
2778,0.709,0.546789309,0.418,1.451188499,0.708,0.473,14,Ptges3
2779,0.709,0.528560512,0.418,5.590893934,0.431,0.014,14,1700016J18Rik
2780,0.709,0.456643577,0.418,2.243265033,0.542,0.137,14,Gab1
2781,0.709,0.468148097,0.418,1.613227994,0.597,0.177,14,S100a11
2782,0.708,0.444188466,0.416,1.41849821,0.653,0.308,14,Arhgap5
2783,0.708,0.462925909,0.416,1.753973826,0.625,0.26,14,Ddx6
2784,0.708,0.385138592,0.416,2.275004409,0.528,0.117,14,Fat1
2785,0.708,0.47361875,0.416,1.209272174,0.75,0.475,14,Hnrnpf
2786,0.708,0.55826605,0.416,9.036650615,0.417,0.001,14,Zp3
2787,0.708,0.467746664,0.416,9.937114942,0.417,0,14,ENSMUSG00000137279
2788,0.708,0.538443308,0.416,1.440284601,0.694,0.432,14,Sptan1
2789,0.708,0.467435186,0.416,9.352152441,0.417,0.001,14,Crocc2
2790,0.707,0.513241237,0.414,2.860522,0.5,0.101,14,Erlin2
2791,0.706,0.385973498,0.412,0.860309025,0.792,0.408,14,Sat1
2792,0.706,0.469608902,0.412,4.012019751,0.444,0.038,14,Spata24
2793,0.706,0.163227009,0.412,0.276486012,0.986,0.646,14,Nfkbia
2794,0.706,0.503682367,0.412,6.548072651,0.417,0.006,14,Cdhr4
2795,0.705,0.442547408,0.41,6.133035152,0.417,0.008,14,Eno4
2796,0.705,0.461535464,0.41,6.477683323,0.417,0.006,14,ENSMUSG00000135797
2797,0.705,0.368447627,0.41,0.799611418,0.875,0.612,14,Tuba1b
2798,0.705,0.465788979,0.41,3.183235965,0.472,0.07,14,Ikzf4
2799,0.705,0.451873422,0.41,6.260091888,0.417,0.007,14,Gm57055
2800,0.705,0.441902493,0.41,1.778724052,0.583,0.178,14,Phldb1
2801,0.705,0.38912262,0.41,6.124046369,0.417,0.007,14,Fank1
2802,0.705,0.477156108,0.41,2.556386238,0.514,0.126,14,Endog
2803,0.704,0.38053179,0.408,4.341361852,0.431,0.023,14,Ddo
2804,0.704,0.472188497,0.408,3.179097412,0.472,0.074,14,Coq8b
2805,0.704,0.487324945,0.408,1.573309423,0.639,0.34,14,Gtf2i
2806,0.703,0.161489943,0.406,0.371171614,0.778,0.33,14,Ndrg2
2807,0.703,0.486150289,0.406,1.672888641,0.625,0.305,14,Hnrnpa0
2808,0.703,0.56246074,0.406,5.918255915,0.417,0.012,14,Smim5
2809,0.703,0.446045001,0.406,3.728491427,0.444,0.044,14,Ccdc157
2810,0.703,0.430129546,0.406,3.30435172,0.458,0.06,14,Nek1
2811,0.703,0.466276647,0.406,2.200216639,0.542,0.158,14,2310010J17Rik
2812,0.703,0.419720075,0.406,1.476976293,0.653,0.282,14,Scarb2
2813,0.703,0.444989244,0.406,2.928614492,0.458,0.046,14,Col8a2
2814,0.703,0.472573161,0.406,2.869012396,0.486,0.097,14,Cfap418
2815,0.703,0.432715573,0.406,0.894520175,0.833,0.57,14,Btg2
2816,0.702,0.402397678,0.404,1.750037851,0.583,0.189,14,Oat
2817,0.702,0.447506627,0.404,1.235687364,0.75,0.423,14,Capns1
2818,0.701,0.522187695,0.402,2.699928418,0.5,0.119,14,Kctd1
2819,0.701,0.381218003,0.402,1.298359624,0.597,0.173,14,St3gal6
2820,0.701,0.450962045,0.402,5.121198006,0.417,0.016,14,Gm17455
2821,0.701,0.438642255,0.402,2.215306032,0.514,0.121,14,Kazn
2822,0.701,0.452366149,0.402,2.204664829,0.542,0.164,14,Anapc1
2823,0.701,0.403893269,0.402,1.637326479,0.569,0.17,14,Cd82
2824,0.994,2.934318632,0.988,6.335676677,0.993,0.142,2,Aldoc
2825,0.994,3.296653454,0.988,5.020562995,1,0.753,2,Apoe
2826,0.993,3.328031689,0.986,4.955733842,1,0.94,2,Cst3
2827,0.992,3.165002009,0.984,5.400610793,0.999,0.534,2,Slc1a2
2828,0.985,2.461358547,0.97,4.8682223,0.993,0.236,2,Slc1a3
2829,0.981,2.956307548,0.962,5.19197999,0.987,0.398,2,Clu
2830,0.981,2.365273296,0.962,3.901215043,0.996,0.712,2,Cpe
2831,0.98,2.250394053,0.96,3.896933496,0.993,0.531,2,Glul
2832,0.98,2.228334293,0.96,3.646242628,1,0.645,2,Dbi
2833,0.977,1.983885559,0.954,3.266982034,0.998,0.798,2,Ckb
2834,0.976,1.881973277,0.952,4.040029341,0.981,0.344,2,Prdx6
2835,0.974,1.859843866,0.948,2.896897271,1,0.737,2,Mt3
2836,0.974,2.229737821,0.948,3.973769383,0.994,0.345,2,Atp1a2
2837,0.973,1.901880221,0.946,4.278403288,0.971,0.23,2,Ndrg2
2838,0.973,1.828909433,0.946,4.097849618,0.977,0.247,2,Ttyh1
2839,0.973,2.15822726,0.946,3.773903812,0.993,0.488,2,Sparcl1
2840,0.968,2.1316671,0.936,4.612515167,0.966,0.213,2,Plpp3
2841,0.965,1.933047949,0.93,3.825878926,0.979,0.487,2,Gstm5
2842,0.963,1.802124423,0.926,3.309128704,0.988,0.558,2,Tspan7
2843,0.963,2.272723737,0.926,6.150270253,0.938,0.089,2,Ntsr2
2844,0.961,1.752905523,0.922,3.880467597,0.965,0.313,2,Atp1b2
2845,0.953,1.781614823,0.906,5.442677425,0.924,0.051,2,Mlc1
2846,0.949,1.953054336,0.898,4.496999319,0.935,0.153,2,Gpr37l1
2847,0.948,1.357857156,0.896,3.021800497,0.971,0.387,2,Mmd2
2848,0.947,1.844744149,0.894,2.734869371,1,0.944,2,Mt1
2849,0.944,1.783814873,0.888,5.683463698,0.905,0.06,2,Pla2g7
2850,0.944,1.853146459,0.888,4.17895975,0.929,0.179,2,Gja1
2851,0.941,1.494729636,0.882,2.649190568,0.993,0.658,2,Gpm6b
2852,0.94,1.882115801,0.88,2.85514339,0.999,0.697,2,Mt2
2853,0.939,1.38894534,0.878,2.943966054,0.973,0.431,2,Ntrk2
2854,0.939,2.234684815,0.878,5.442471871,0.904,0.131,2,Htra1
